Language,Article_Title,Article_Text,Entity,Fame,Age Group,Gender,Role,Origin of Culture,Existence Type,Life Status,Era,Count,Pronoun/Verb in Wiki Article,Pronoun/Verb in Written Setting,Pronoun/Verb in Spoken Setting
Bengali,কাসপার হুসার,"কাসপার হুসার''' (জন্মঃ ৩০ এপ্রিল, ১৮১২? ; মৃত্যুঃ ১৭ ডিসেম্বর, ১৮৩৩) একজন জার্মান রহস্যময় বালক যিনি তার জীবনের অধিকাংশ সময় একটি ছোট কুঠরিতে বন্দি অবস্থায় কাটিয়েছেন। গ্র্যান্ড ডিউক অক বাডেনের সঙ্গে কাসপারের চেহারার আশ্চর্য রকম মিল থাকায় অনেকেই কাসপারকে রাজবংশের উত্তারিধারী হিসেবে মনে করতেন। কিন্তু পরর্বীতে পেশাদার ইতিহাসবিদরা এ মতবাদ নাকচ করে দেন।Reinhard Heydenreuter: ''König Ludwig I. und der Fall Kaspar Hauser'', in: Staat und Verwaltung in Bayern. Festschrift für Wilhelm Volkert zum 75. Geburtstag. Ed. by Konrad Ackermann and Alois Schmid, Munich 2003, pp.&nbsp;465–476, here p.&nbsp;465. ১৮৩৩ সালের ১৭ ডিসেম্বর তিনি ছুরিকাঘাতে আহত হয়ে মৃত্যুবরণ করেন।",Human,Controversial,Juvenile,Male,Royalty and Nobility,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,লর্ড ভলডেমর্ট,"লর্ড ভলডেমর্ট''' (ইংরেজিতে '''Lord Voldemort''') ব্রিটিশ লেখিকা জে. কে. রাউলিং রচিত ''হ্যারি পটার'' উপন্যাস-সিরিজের প্রধান খলচরিত্র। ভলডেমর্টের প্রথম উপস্থিতি ''হ্যারি পটার অ্যান্ড দ্য ফিলোসফার্স স্টোন'' এ। এরপর থেকে পরবর্তী সবগুলো বইয়ে (''হ্যারি পটার অ্যান্ড দ্য প্রিজনার অফ আজকাবান'' ব্যতীত) তার উপস্থিতি রয়েছে। পুরো সিরিজ জুড়ে ভলডেমর্ট হ্যারি পটারের প্রধান শত্রু। কারণ, একটি প্রফেসির মতে, কেবলমাত্র হ্যারি পটারই তাকে পরাজিত করতে সক্ষম। ভলডেমর্ট শুধুমাত্র জাদুকরদের উপরই নয়, বরং মাগলদের উপরও তার কর্তৃত্ব স্থাপনে আগ্রহী। বেশিরভাগ মানুষ তাকে এতটাই ভয় পায় যে, তার নাম পর্যন্ত মুখে আনতে সাহস পায় না। বিকল্প হিসেবে তাকে 'ইউ-নো-হু' (You-Know-Who) বা 'হি-হু-মাস্ট-নট-বি-নেইমড' (He-Who-Must-Not-Be-Named) নামে ডাকে। এমনকি তার অনুসারীরাও তাকে 'ডার্ক লর্ড' নামে সম্বোধন করে। ভলডেমর্টের প্রকৃত নাম '''টম মারভোলো রিডল'''। সে হগওয়ার্টস এর অন্যতম প্রতিষ্ঠাতা সালাজার স্লিদারিনের শেষ উত্তরাধিকারী।",Human,In Famous,Adult,Male,Criminals,Exotic,Fictional,Not Applicable,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,খ্রিষ্টারি,"thumb|Antichristdetail from a fresco at Osogovo Monastery in the Republic of North Macedonia. The reads ""All kings and nations bow before the Antichrist."" '''খ্রিষ্টারি''' বা '''অ্যান্টিক্রাইস্ট''' (, ) হল খ্রিষ্টীয় পরলোকতত্ত্ব অনুসারে বাইবেলে উল্লেখিত একজন ব্যক্তি যে যীশুখ্রিষ্টের দ্বিতীয় আগমনের পূর্বে তাঁকে প্রতিস্থাপিত করবে এবং তাঁর বিরোধিতা করবে। খ্রিষ্টারি শব্দটি বাইবেলের নূতন নিয়মে, মূলত যোহনের প্রথম ও দ্বিতীয় পত্রে, পাঁঁচবার উল্লেখিত হয়েছে। খ্রিষ্টারিকে ঘোষণা করা হয়েছে এমন একজন হিসেবে যে পিতা ও পুত্রকে অস্বীকার করে। ''স্যুডো-খ্রিস্টস'' বা ''ভণ্ড খ্রিষ্ট''র মতো সমজাতীয় শব্দও সুসমাচারগুলোতে পাওয়া যায়। মথি (অধ্যায় ২৪) ও মার্ক (অধ্যায় ১৩) লিখিত সুসমাচারে যীশু তাঁর শিষ্যদের ভণ্ড ভাববাদীদের দ্বারা প্রতারিত না হতে সতর্ক করেছেন যারা নিজেদের খ্রিষ্ট বলে দাবি করবে এবং ''মহা আশ্চর্য কাজ করবে ও চিহ্ন দেখাবে।''মথি ২৪:৩–৫, ২৪ আরও দুটি চরিত্রকে প্রায়শই খ্রিষ্টারির সঙ্গে সম্পৃক্ত করা হয়। একটি দানিয়েলের পুস্তকের ''ক্ষুদ্রতম শৃঙ্গ'' আর অন্যটি প্রেরিত পৌলের থিষলনীকীয়দের প্রতি দ্বিতীয় পত্রের ''পাপপুরুষ''। From ''Nicene and Post-Nicene Fathers'', First Series, Vol. 13. Edited by Philip Schaff. (Buffalo, NY: Christian Literature Publishing Co., 1889.) Revised and edited for New Advent by Kevin Knight. ইসলামি হাদিসশাস্ত্রে উল্লিখিত ''দজ্জাল'' চরিত্রটি খ্রিষ্টারির সঙ্গে সাদৃশ্যপূর্ণ।",Human,In Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,পেনি প্যাক্স,পেনি প্যাক্স''' একজন মার্কিন অশ্লীল অভিনেত্রী এবং মডেল ।,Human,Controversial,Adult,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,লাওৎসি,"লাওৎসি''' () () ছিলেন খ্রিষ্টপূর্ব ৬ষ্ঠ শতকে প্রাচীন চীনের একজন দার্শনিক। তিনি তার রচিত ""''তাও তে চিং''"" (সাধারণত লাওৎসি নামেই পরিচিত) গ্রন্থের জন্যই সর্বাধিক পরিচিত। তাকে তাওবাদ এর প্রর্বতক বলে বিবেচনা করা হয়। ধর্মীয়ভাবে তাওবাদী দর্শনে তাকে একজন ডেইটি বা দেবতা হিসেবে দেখা হয় এবং বলা হয় তিনি ''তাইসেং লাউজুন'' বা ""তিন পবিত্রাত্মার একজন""। যদিও চৈনিকরা মনে করেন তিনি খ্রিষ্টপূর্ব ৬ষ্ট শতকে জন্মে ছিলেন, কোন কোন ঐতিহাসিকের মতে তিনি আসলে খ্রিষ্টপূর্ব ৫ম-৪র্থ শতকের মানুষ। আবার আরেক দল মনে করেন লাওৎসি আসলে অনেকগুলো ঐতিহাসিক ব্যক্তির সম্মিলন বা তিনি একজন পৌরাণিক চরিত্র। চৈনিক সংস্কৃতির একজন কেন্দ্রীয় চরিত্র হিসেবে অভিজাত ও সাধারণ দুই শ্রেণীর মানুষ-ই তাকে নিজেদের একজন বলে মনে করে। ত্যাং রাজপরিবার তাকে নিজেদের পূর্বপুরুষ বলে মনে করত এবং তাকে ''Táishāng xuānyuán huángdì'' বা ""সর্বপ্রথম ও সর্বোচ্চ রহস্যময় সম্রাট"" উপাধীতে ভূষিত করে। ইতিহাসের বিভিন্ন পর্যায়ে লাওৎসির মতাদর্শ কর্তৃত্ববাদ-বিরোধী আন্দোলনে অনুপ্রেরণা যুগিয়েছে।",Human,Famous,Old,Male,Literature and Philosophy,Exotic,Mythological,Dead,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,আনন্দ মহিদল,"আনন্দ মহিদল''' (; ২০ সেপ্টেম্বর ১৯২৫&nbsp;– ৯ জুন ১৯৪৬), বা '''অষ্টম রামা '''শ্যামদেশের (থাইল্যান্ডের) চক্রী রাজবংশের অষ্টম রাজা ছিলেন। নয় বছর বয়সে সুইজারল্যান্ডে থাকাকালীন, মার্চ ১৯৩৫ সালে '''জাতীয় সমাবেশ তাকে রাজার স্বীকৃতি''' দেয়। তিনি ১৯৪৫ সালের ডিসেম্বরে থাইল্যান্ডে ফিরে যান, কিন্তু ছয় মাস পরে জুন ১৯৪৬ সালে তাকে গুলি করে হত্যা করা হয়। যদিও প্রথমে এটি একটি দুর্ঘটনা বলে মনে করা হতো, পরে মেডিকেল পরীক্ষকগণ তার মৃত্যু হত্যার কারণে হয়েছে বলে ধারণা করে এবং পরে তিনজন রাজকীয় ভৃত্যকে খুব অনিয়মিত বিচারের পর মৃত্যুদন্ড কার্যকর করা হয়। তার মৃত্যুর রহস্যময় পরিস্থিতি অনেক বিতর্কের বিষয় হয়ে উঠেছিল।",Human,Controversial,Adult,Male,Royalty and Nobility,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,রবার্ট হানসেন,"রবার্ট ক্রিস্টিয়ান হানসেন''' (জন্ম: ফেব্রুয়ারি ১৫, ১৯৩৯) হলেন একজন আমেরিকান সিরিয়াল খুনি। ১৯৭১ এবং ১৯৮৩ সাল পর্যন্ত তিনি ১৭ থেকে ২১ জনের কাছাকাছি নারীকে অ্যাংকারিজ, আলাস্কায় হত্যা করেছেন। ১৯৮৩ সালে তাকে দোষী সাব্যস্থ করা হয় এবং বর্তমানে তিনি আলাস্কার সেওয়ার্ডের ''স্প্রিং ক্রীক কারেকশনাল সেন্টারে'' ৪৬১ বছরের সাজা ভোগ করছেন।",Human,In Famous,Old,Male,Criminals,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,মারকোস পেরেজ জিমেনেজ,"মারকোস ইয়াজেলিলিটার পেরেজ জিমেনেজ''' (স্পেনীয় ভাষায়: Marcos Evangelista Pérez Jiménez) (২৫ এপ্রিল, ১৯১৪ - ২০ সেপ্টেম্বর, ২০০১) ভেনেজুয়েলার ভেনেজুয়েলার সামরিক এবং জেনারেল অফিসার ছিলেন ভেনিজুয়েলার সেনাবাহিনী এবং ১৯৫০ থেকে ১৯৫৮ সালের ভেনেজুয়েলার নেতা, ১৯৪৮ থেকে ১৯৫০ সাল পর্যন্ত অনির্বাচিত সামরিক শাসক হিসেবে শাসন করেছিলেন এবং ভেনিজুয়েলা রাষ্ট্রপতি রাষ্ট্রপতি হিসাবে ১৯৫২ থেকে ১৯৫৮ তার শাসনকালের কাল তেলের দাম এর বৃদ্ধি দ্বারা চিহ্নিত করা হয়। তিনি ভেনেজুয়েলার দ্রুত বর্ধমান বস্তির অনেকগুলি নির্মূল করার জন্য পূর্বের প্রোগ্রাম অনুসরণ করেছিলেন, কিন্তু প্রধানত কারাকাসে। জুয়ান ভিসেন্টে গোমেজ, এলিয়াসার লোপেজ কন্ট্রারাজ এবং ঈশাআস মদিনা আগাররাটা সরকারের সময় এই প্রোগ্রামগুলি তৈরি করা হয়েছিল।",Human,Controversial,Old,Male,Politics and Governance,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,আশিন ওয়েরাথু,"ওয়েরাথু (; জন্ম: ১০ জুলাই, ১৯৬৮, কিউকে ম্যান্ডেলাই বিভাগ, বার্মা) একজন জাতীয়তাবাদী বার্মা বৌদ্ধ সন্ন্যাসী এবং বার্মার বিরোধী-মুসলিম আন্দোলনের আধ্যাত্মিক নেতা।https://www.economist.com/blogs/prospero/2017/07/will-fight Two documentaries probe Myanmar’s religious strife তিনি তার ভাষণে মুসলমানদের নিপীড়নমূলক চক্রান্তের অভিযোগে অভিযুক্ত হন, যদিও তিনি একটি শান্তিপূর্ণ প্রচারক বলে দাবি করেন এবং সহিংসতা সমর্থন করেন না।",Human,Controversial,Adult,Male,Religion and Spirituality,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,ডিক চেনি,"রবার্ট ব্রুস চেনি''' (; জন্ম: ৩০ জানুয়ারি ১৯৪১) হলেন একজন মার্কিন রাজনীতিবিদ ও ব্যবসায়ী। তিনি ২০০১ থেকে ২০০৯ সাল পর্যন্ত মার্কিন যুক্তরাষ্ট্রের ৪৬তম উপ-রাষ্ট্রপতি হিসেবে দায়িত্ব পালন করেন। তাকে মার্কিন যুক্তরাষ্ট্রের ইতিহাসে সবচেয়ে ক্ষমতাধর উপ-রাষ্ট্রপতি হিসেবে আখ্যায়িত করা হয়। একই সাথে তিনি মার্কিন যুক্তরাষ্ট্রের ইতিহাসে সবচেয়ে কম সমর্থনপ্রাপ্ত রাজনীতিবিদদের একজন, দপ্তর ত্যাগ করার সময় তার গ্রহণযোগ্যতার রেটিং ছিল ১৩%। চেনি নেব্রাস্কা অঙ্গরাজ্যের লিংকন শহরে জন্মগ্রহণ করেন এবং ওয়াইয়োমিং অঙ্গরাজ্যের ক্যাসপার শহরে বেড়ে ওঠেন।Cheney: The Untold Story of America's Most Powerful and Controversial Vice President, p. 11 তিনি ইয়েল বিশ্ববিদ্যালয় ও পরে ওয়াইয়োমিং বিশ্ববিদ্যালয়ে পড়াশোনা করেন। ওয়াইয়োমিং থেকে তিনি রাষ্ট্রবিজ্ঞানে স্নাতক ও স্নাতকোত্তর লাভ করেন। তিনি কংগ্রেসের উইলিয়াম এ. স্টেইগারের অন্তরীণ হিসেবে রাজনীতিক জীবন শুরু করেন এবং রিচার্ড নিক্সন ও জেরাল্ড ফোর্ড রাষ্ট্রপতিত্বকালীন তিনি হোয়াইট হাউজে কাজের সুযোগ পান। সেখানে তিনি ১৯৭৫ থেকে ১৯৭৭ সাল পর্যন্ত হোয়াইট হাউজের কর্মীদের প্রধান হিসেবে দায়িত্ব পালন করেন। ১৯৭৮ সালে চেনি ওয়াইয়োমিং কংগ্রেসনাল জেলার হাউজ অব রিপ্রেজেন্টেটিভ হিসেবে নির্বাচিত হন এবং ১৯৭৯ থেকে ১৯৮৯ সাল পর্যন্ত আরও পাঁচবার পুনর্নির্বাচিত হন। ১৯৮৯ সালে তিনি স্বল্পকালীন হাউজ মাইনরিটি হুইপের দায়িত্ব পালন করেন। চেনিকে জর্জ এইচ. ডব্লিউ. বুশের রাষ্ট্রপতিত্বকালীন প্রতিরক্ষা মন্ত্রী নিযুক্ত করা হয় এবং ১৯৮৯ থেকে ১৯৯৩ পর্যন্ত এই পদে অধিষ্ঠিত ছিলেন। প্রতিরক্ষা বিভাগে থাকাকালীন তিনি অপারেশন ডেজার্ট স্টর্ম-সহ অন্যান্য বিষয় তত্ত্বাবধান করেন। বিল ক্লিনটনের রাষ্ট্রপতিত্বকালীন তিনি ১৯৯৫ থেকে ২০০০ সাল পর্যন্ত হ্যালিবার্টন কোম্পানির চেয়ারম্যান ও প্রধান নির্বাহী কর্মকর্তা হিসেবে দায়িত্ব পালন করেন।",Human,Controversial,Old,Male,Politics and Governance,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,অহুর,অহুর''' (ইংরেজি: Ahura) হল একটি আবেস্তীয় ভাষার শব্দ যা এক বিশেষ শ্রেণীর জরথুস্ট্রবাদী দৈবসত্ত্বাকে বোঝাতে ব্যবহৃত হয়। শব্দটিকে বৈদিক শব্দ অসুরের সং্ব সম্পর্কিত বলে মনে করা হয়।,Deity,Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Honorific,Non-Honorific
Bengali,মুসাইলিমা,মুসাইলিমা''' () বা '''মুসাইলিমা বিন হাবিব''' () হল সে সকল (মুসাইলিমার ভবিতব্য স্ত্রী সহ) লোকেদের মধ্যে একজন যারা ষষ্ঠ শতকের আরবে নবুয়াতের দাবি করেছিলো। মুসলমানদের কাছে সে একজন ভণ্ড নবী হিসেবে বিবেচিত এবং তারা তাকে সর্বদা আল-কাযযাব () বা মিথ্যাবাদী হিসেবে আখ্যায়িত করেন।,Human,In Famous,Adult,Male,Religion and Spirituality,Exotic,Real,Dead,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,খ্রিষ্টারি,"thumb|Antichristdetail from a fresco at Osogovo Monastery in the Republic of North Macedonia. The reads ""All kings and nations bow before the Antichrist."" '''খ্রিষ্টারি''' বা '''অ্যান্টিক্রাইস্ট''' (, ) হল খ্রিষ্টীয় পরলোকতত্ত্ব অনুসারে বাইবেলে উল্লেখিত একজন ব্যক্তি যে যীশুখ্রিষ্টের দ্বিতীয় আগমনের পূর্বে তাঁকে প্রতিস্থাপিত করবে এবং তাঁর বিরোধিতা করবে। খ্রিষ্টারি শব্দটি বাইবেলের নূতন নিয়মে, মূলত যোহনের প্রথম ও দ্বিতীয় পত্রে, পাঁঁচবার উল্লেখিত হয়েছে। খ্রিষ্টারিকে ঘোষণা করা হয়েছে এমন একজন হিসেবে যে পিতা ও পুত্রকে অস্বীকার করে। ''স্যুডো-খ্রিস্টস'' বা ''ভণ্ড খ্রিষ্ট''র মতো সমজাতীয় শব্দও সুসমাচারগুলোতে পাওয়া যায়। মথি (অধ্যায় ২৪) ও মার্ক (অধ্যায় ১৩) লিখিত সুসমাচারে যীশু তাঁর শিষ্যদের ভণ্ড ভাববাদীদের দ্বারা প্রতারিত না হতে সতর্ক করেছেন যারা নিজেদের খ্রিষ্ট বলে দাবি করবে এবং ''মহা আশ্চর্য কাজ করবে ও চিহ্ন দেখাবে।''মথি ২৪:৩–৫, ২৪ আরও দুটি চরিত্রকে প্রায়শই খ্রিষ্টারির সঙ্গে সম্পৃক্ত করা হয়। একটি দানিয়েলের পুস্তকের ''ক্ষুদ্রতম শৃঙ্গ'' আর অন্যটি প্রেরিত পৌলের থিষলনীকীয়দের প্রতি দ্বিতীয় পত্রের ''পাপপুরুষ''। From ''Nicene and Post-Nicene Fathers'', First Series, Vol. 13. Edited by Philip Schaff. (Buffalo, NY: Christian Literature Publishing Co., 1889.) Revised and edited for New Advent by Kevin Knight. ইসলামি হাদিসশাস্ত্রে উল্লিখিত ''দজ্জাল'' চরিত্রটি খ্রিষ্টারির সঙ্গে সাদৃশ্যপূর্ণ।",Human,In Famous,Not Applicable,Gender Neutral/Non-Specific,Religion and Spirituality,Exotic,Mythological,Not Applicable,Historical,Singular,Honorific,Honorific,Non-Honorific
Bengali,অ্যাবেলা অ্যান্ডারসন,"অ্যাবেলা অ্যান্ডারসন''' (জন্ম: ১৬ই মে, ১৯৮৮) হলেন একজন কিউবান মার্কিন প্রোমোশনাল মডেল এবং প্রাক্তন পর্নোগ্রাফি অভিনেত্রী।",Human,Controversial,Adult,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,দিমা বাশার,দিমা বিনতে বাশার কাদরি আরাফাত''' (আরবি:ديمة بشار قدري عرفات: জন্ম ১০ অক্টোবর ২০০০) বা '''দিমা বাশার''' হচ্ছেন ফিলিস্তিনি-জর্ডানি গায়িকা। তিনি ২০০৮ সালের শেষের দিকে জর্ডানি শিশুতোষ টিভি শো তয়ুর আল- জান্নাত (আরবি: '''طيور الجنة''') এ ক্ষুদে তারকা হিসেবে যোগদান করেন। তিনি ঐ দেশেরই গায়ক মুহাম্মদ বাশারের ছোট বোন। তার দুই ভাই এবং দুই বোন রয়েছে। যারা গান গায় বা শিখছে। এছাড়া তিনি ২০১৩ সাল পর্যন্ত তয়ুর আল জান্নাতের টিভি কুইজ প্রতিযোগিতা ''বেরনামিজ আশকাল আলওয়ান ''(برنامج أشكال ألوان) এবং ''ফাওয়াযিরনা''(فوازيرنا)-এ কাজ করেছিলেন। এরপর তিনি এবং তার ভাই মুহাম্মদ বাশার নুনকিডস্ টিভিতে যোগদান করে।,Human,Famous,Juvenile,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,সোফি ডি,"সোফি ডি''' () (জন্ম:১৭ই জানুয়ারি, ১৯৮৪) একজন ওয়েলশ হার্ডকোর পর্ন অভিনেত্রী। তিনি ২০০৫ সালে বয়স্কদের ফিল্ম ইন্ডাস্ট্রিতে প্রবেশ করেন এবং ৪০০ এর উপর চলচ্চিত্র করেছেন। সোফি ডি ফোর্বস সাময়িকী কর্তৃক """" এ সেরা ৫০ জনের মধ্যে ৪৬ তম হন।",Human,Controversial,Adult,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Bengali,কাসপার হুসার,"কাসপার হুসার''' (জন্মঃ ৩০ এপ্রিল, ১৮১২? ; মৃত্যুঃ ১৭ ডিসেম্বর, ১৮৩৩) একজন জার্মান রহস্যময় বালক যিনি তার জীবনের অধিকাংশ সময় একটি ছোট কুঠরিতে বন্দি অবস্থায় কাটিয়েছেন। গ্র্যান্ড ডিউক অক বাডেনের সঙ্গে কাসপারের চেহারার আশ্চর্য রকম মিল থাকায় অনেকেই কাসপারকে রাজবংশের উত্তারিধারী হিসেবে মনে করতেন। কিন্তু পরর্বীতে পেশাদার ইতিহাসবিদরা এ মতবাদ নাকচ করে দেন।Reinhard Heydenreuter: ''König Ludwig I. und der Fall Kaspar Hauser'', in: Staat und Verwaltung in Bayern. Festschrift für Wilhelm Volkert zum 75. Geburtstag. Ed. by Konrad Ackermann and Alois Schmid, Munich 2003, pp.&nbsp;465–476, here p.&nbsp;465. ১৮৩৩ সালের ১৭ ডিসেম্বর তিনি ছুরিকাঘাতে আহত হয়ে মৃত্যুবরণ করেন।",Human,Controversial,Juvenile,Male,Royalty and Nobility,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,কাসপার হুসার,"কাসপার হুসার''' (জন্মঃ ৩০ এপ্রিল, ১৮১২? ; মৃত্যুঃ ১৭ ডিসেম্বর, ১৮৩৩) একজন জার্মান রহস্যময় বালক যিনি তার জীবনের অধিকাংশ সময় একটি ছোট কুঠরিতে বন্দি অবস্থায় কাটিয়েছেন। গ্র্যান্ড ডিউক অক বাডেনের সঙ্গে কাসপারের চেহারার আশ্চর্য রকম মিল থাকায় অনেকেই কাসপারকে রাজবংশের উত্তারিধারী হিসেবে মনে করতেন। কিন্তু পরর্বীতে পেশাদার ইতিহাসবিদরা এ মতবাদ নাকচ করে দেন।Reinhard Heydenreuter: ''König Ludwig I. und der Fall Kaspar Hauser'', in: Staat und Verwaltung in Bayern. Festschrift für Wilhelm Volkert zum 75. Geburtstag. Ed. by Konrad Ackermann and Alois Schmid, Munich 2003, pp.&nbsp;465–476, here p.&nbsp;465. ১৮৩৩ সালের ১৭ ডিসেম্বর তিনি ছুরিকাঘাতে আহত হয়ে মৃত্যুবরণ করেন।",Human,Controversial,Juvenile,Male,Royalty and Nobility,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Bengali,শেরিন ম্যাথিউজের মৃত্যু,"শেরিন সুসান ম্যাথিউজ''' (জন্মনাম: '''সরস্বতী কুমারী''') (জুলাই ১৪, ২০১৪ - অক্টোবর ৭, ২০১৭) ছিলেন একজন ভারতীয় আমেরিকান শিশু যাকে টেক্সাসের রিচার্ডসনের একটি কালভার্টে মৃত অবস্থায় পাওয়া যায়। ৭ অক্টোবর, ২০১৭ তারিখে তার দত্তক পিতা ওয়েসলি ম্যাথিউজ তাকে নিখোঁজ বলে জানান। তার মৃতদেহ টি তার বাড়ির কাছে একটি কালভার্টে একটি রাস্তার নীচে পাওয়া গিয়েছিল এবং তার দত্তক বাবা মৃতদেহটি নিষ্পত্তি করার কথা স্বীকার করেছিলেন।",Human,Controversial,Juvenile,Female,Others,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
