Language,Article_Title,Article_Text,Entity,Fame,Age Group,Gender,Role,Origin of Culture,Existence Type,Life Status,Era,Count,Pronoun/Verb in Wiki Article,Pronoun/Verb in Written Setting,Pronoun/Verb in Spoken Setting
Hindi,वेल्स की राजकुमारी शार्लट,"कैम्ब्रिज की राजकुमारी शार्लट''' (पूरा नाम:''शार्लट एलिजाबेथ डायना''; जन्म 2 मई 2015) विलियम, वेल्स के राजकुमार, और कैथरीन, वेल्स की राजकुमारी की बेटी है। वह वेल्स के राजकुमार जॉर्ज के बाद, वेल्स के दंपत्ति की दूसरी संतान है। वह चार्ल्स तृतीय की पोती हैं। उनका जन्म, पेडिंगटन, लंदन के सेंट मेरी अस्पताल में हुआ था। कैथरीन की गर्भावस्था की घोषणा ८ सितंबर, २०१४ को क्लेरेंस हाउस की थी। जन्म से, वह यूनाइटेड किंगडम के राजा चार्ल्स तृतीय की उत्तकाधिकारी होने की रेखा में तीसरे स्थान पर है। वह अपने पिता और बड़े भाई, वेल्स के राजकुमार जॉर्ज (जन्म २०१३) के पीछे है।",Human,Famous,Juvenile,Female,Royalty and Nobility,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,फ़ीनिक्स (मिथक),"::''अगर आप अमरपक्षी (फ़ीनिक्स) नाम के तारामंडल के बारे में जानकारी ढूंढ रहें हैं, तो अमरपक्षी तारामंडल का लेख देखिये'' '''फ़ीनिक्स''' या '''अमरपक्षी''' या '''मायापंछी''' (अंग्रेज़ी: Phoenix, यूनानी: Φοίνιξ, अर्मेनियाई: Փիւնիկ, फ़ारसी: ققنوس, अरबी: العنقاء أو طائر الفينيق, चीनी: 鳳凰 or 不死鳥, हिब्रू: פניקס) एक प्राचीन मृथक ज्वलन्त-पक्षी है जो अरब, ईरानी, यूनानी, रोमन, मिस्र, चीनी और भारतीय मृथकों व दंतकथाओं में पाया जाता है। फ़ीनिक्स एक बेहद रंगीन पक्षी है जिसकी दुम सुनहरी या बैंगनी होती है (कुछ कथाओं के अनुसार हरी या नीली). इसका जीवनचक्र ५०० से १००० वर्षों का होता है जिसके अंत में यह खुद के इर्द-गिर्द लकडियों व टहनियों का घोसला बनाकर उसमें स्वयं जल जाता है। घोसला और पक्षी दोनों जल कर राख बन जाते हैं और इसी राख से एक नया फ़ीनिक्स या उसका अंडा पुनर्जन्म लेता है। इस नए जन्मे फ़ीनिक्स का जीवन काल पुराने फ़ीनिक्स जितना ही होता है। कुछ कथाओं के अनुसार नया फ़ीनिक्स अपने पुराने रूप की राख एक अंडे में भर कर मिस्र के शहर हेलिओपोलिस (जिसे यूनानी भाषा में ""सूर्य का शहर"" कहते हैं) में रख देता है। यह कहा जाता है कि इस पक्षी की चिख़ के मधुर गीत जैसी होती है। अपने ही राख से पुनर्जन्म लेने की काबलियत के कारण यह माना जाता है कि फ़ीनिक्स अमर है हालांकि कुछ कहानियों के अनुसार नया फ़ीनिक्स पुराने का बच्चा होता है। कुछ प्राचीन कहानियों के अनुसार ये मानवों में तबदील होने की काबलियत रखते हैं।",Animal,Famous,Not Applicable,Gender Neutral/Non-Specific,Mythological,Exotic,Mythological,Not Applicable,Historical,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,लिंडा लवलेस,"लिंडा लवलेस''' (जन्म लिंडा सुज़न बोरमैन; 10 जनवरी, 1949 - 22 अप्रैल, 2002) एक अमेरिकी पॉर्न फिल्म अभिनेत्री थीं, जिन्हें 1972 की हार्डकोर फिल्म डीप थ्रोट में उनके प्रदर्शन के लिए जाना जाता था। हालांकि उस समय फिल्म एक बड़ी सफलता थी, बाद में बोरमैन ने कहा कि उनके अपमानजनक पति, चक ट्रेयनोर ने उन्हें प्रदर्शन में धमकी दी और उन्हें मजबूर किया। अपनी आत्मकथा ऑर्डील में, उन्होंने वर्णन किया कि पर्दे के पीछे क्या चल रहा था। बाद में वह फिर से जन्म लेने वाली ईसाई और पोर्नोग्राफी विरोधी आंदोलन की प्रवक्ता बन गईं।",Human,Controversial,Adult,Female,Entertainment,Exotic,Real,Dead,Modern,Singular,Honorific,Non-Honorific,Non-Honorific
Hindi,हुअन चालोस,"हुअन चालोस''' (, जन्म: ५ जनवरी १९३८) वह स्पेन का राजा है। उन्होंने २२ नवंबर १९७५ को १९ जून २०१४ को अपने पदत्याग तक शासन करना शुरू किया।, ''The New York Times''. 14 November 1971. फ्रांसिस्को फ्रेंको ने उसे अगला राजा बना दिया है मौत के तीन दिन बाद फ्रेंको वह सिंहासन पर चढ़ा वह लोकतंत्र में स्पेन के संक्रमण में शामिल थे और 1981 के तख्तापलट के विरोध में शामिल थे, लेकिन स्वास्थ्य समस्याओं और घोटालों के कारण उन्हें 2014 में पद छोड़ना पड़ा। विशेष रूप से सऊदी अरब में रेलवे रियायत के मामले में और बोत्सवाना में हाथियों के अवैध शिकार के मामले में।.",Human,Controversial,Old,Male,Royalty and Nobility,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,फ़ज़ल-उर-रहमान (राजनीतिज्ञ),"मौलाना फ़ज़ल-उर-रहमान''' (उर्दू: مولانا فضل الرحمان; जन्म 19 जून 1953) एक पाकिस्तानी राजनीतिज्ञ हैं जो जमीयत उलेमा-ए-इस्लाम (एफ) के अध्यक्ष हैं।वह पाकिस्तान डेमोक्रेटिक मूवमेंट (पीडीएम) के अध्यक्ष भी हैं, जो राजनीतिक दलों का एक गठबंधन है, जिसने 2022 में अविश्वास प्रस्ताव के माध्यम से तत्कालीन प्रधान मंत्री इमरान खान को बाहर कर दिया था। वह 1988 और 2018 के बीच नेशनल असेंबली के सदस्य थे, और 2004 से 2007 तक विपक्ष के नेता रहे। वह अफगानिस्तान में तालिबान सरकार के समर्थक हैं और उन्होंने इसकी अंतरराष्ट्रीय मान्यता की मांग की है। 1980 के दशक में, वह मूवमेंट फॉर द रिस्टोरेशन ऑफ डेमोक्रेसी (एमआरडी) का हिस्सा थे, जिसका गठन जनरल जिया-उल-हक के सैन्य शासन को समाप्त करने के लिए किया गया था। रहमान एक तालिबान समर्थक राजनेता हैं, जो अफगानिस्तान के इस्लामी अमीरात के साथ अपने घनिष्ठ संबंधों के लिए जाने जाते हैं। उन्होंने खुद को धार्मिक चरमपंथियों और कट्टरपंथियों से जुड़े बिना एक उदारवादी के रूप में फिर से ब्रांड करने का प्रयास किया है। पहले भी वह पाकिस्तान में शरिया लागू करने की मांग कर चुके हैं। महमूद हसन देवबंदी के अनुयायी होने के नाते, जिन्होंने ब्रिटिश राज के खिलाफ मुक्ति के लिए अभियान चलाया था, लेकिन बाद में राजनीतिक पार्टी जमीयत उलेमा-ए-इस्लाम की स्थापना के बाद अपने सदस्यों को सशस्त्र संघर्ष से प्रतिबंधित कर दिया, रहमान ने शरिया कानून लागू करने के लिए सशस्त्र संघर्ष का विरोध किया क्योंकि इससे समाज में चरमपंथ को बढ़ावा मिलता है। 2004 से 2007 तक खैबर पख्तूनख्वा में सत्ता में रहने के दौरान, उनकी पार्टी ने 'हस्बा विधेयक' पारित किया, जिसे बाद में अवैध और असंवैधानिक घोषित कर दिया गया। इस विधेयक के माध्यम से उनका मानना ​​था कि वह अपने पिता मुफ्ती महमूद के नक्शेकदम पर चलेंगे, क्योंकि उन्होंने 'निजाम-ए-मुस्तफा' को लागू करने की कोशिश की थी, जिसके लिए उनके पिता ने अपने पूरे राजनीतिक जीवन में संघर्ष किया। हालाँकि, पाकिस्तान के मुख्य न्यायाधीश इफ्तिखार चौधरी ने इसे असंवैधानिक घोषित कर दिया था।",Human,Controversial,Adult,Male,Politics and Governance,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,जेफरसन डेविस,"जेफरसन डेविस''' () (3 जून 1808 – 6 दिसम्बर 1889) संयुक्त राज्य अमेरिका के एक राजनेता तथा अमेरिकी गृहयुद्ध के समय परिसंघीय राज्य अमेरिका के राष्ट्रपति थे। डेविस का जन्म फेयरव्यू, केंटकी में एक मध्यम समृद्ध किसान के यहा हुआ, और मिसिसिपी और लुईज़ियाना में स्थित अपने बड़े भाई जोसेफ के कपास के बागान पर पले-बड़े। स्नातक होने के बाद, जेफरसन डेविस ने संयुक्त राज्य सेना में एक लेफ्टिनेंट के रूप में छह साल की सेवारत रहें। उन्होंने मेक्सिकन-अमेरिकन युद्ध (1846-1848) में, एक स्वयंसेवक रेजिमेंट के कर्नल के रूप में लड़ाई लडी। अमेरिकी गृहयुद्ध से पहले, उन्होंने मिसिसिपी में एक बड़े कपास बागान का संचालन किया और 74 से ज्यादा दासों के स्वामी थे। हालांकि उन्होंने 1858 में संघ से अलगाव के खिलाफ तर्क दिया, उनका मानना था कि संघ को छोड़ने के लिए राज्यों को पास एक निर्विवाद अधिकार हैं। डेविस की पहली पत्नी, सारा नॉक्स टेलर, की शादी के तीन महीने बाद ही मलेरिया से मृत्यु हो गई थी, और वह खुद भी बीमारियों से जूझ रहे थे।Cooper 2000, pp. 70–71. अपने जीवन के अधिकतर काल वे अस्वस्थ रहे। 36 साल की आयु में, डेविस ने, फ़िलाडेल्फ़िया में पली-बढी 18 वर्षीय वरीना हावेल, नर्तज़, मिसिसिपी के एक मूल निवासी, से दोबारा शादी की। उनके छह बच्चे हुए लेकिन केवल दो ही जीवित रहे। कई इतिहासकारों ने कुछ परिसंघीय की कमजोरियों का श्रेय डेविस के निर्बल नेतृत्व को दिया है।Cooper 2008, pp.&nbsp;3–4. जिम्मेदारी सौंपने के लिए अनिच्छा, लोकप्रिय अपील की कमी, शक्तिशाली राज्य के राज्यपालों और जनरलों के साथ झगड़े, पुराने दोस्तों के प्रति पक्षपात, उनसे असहमति वाले लोगों के साथ मिलने की असमर्थता, सैन्य मामलों के पक्ष में नागरिक मामलों की उपेक्षा, और जनता के प्रति प्रतिरोध ने सभी को उनके खिलाफ कर दिया।Escott 1978, pp. 197, 256–74. इतिहासकारों का मानना ​​है कि वे अपने विरोधी समकक्ष अब्राहम लिंकन से बहुत कम प्रभावी युद्ध नेता थे। डेविस को 1865 में बंदी बनाने के बाद, उन पर राजद्रोह का आरोप लगाया गया और मोनरो फोर्ट में कैद कर लिया गया। उन पर मुकदमा नहीं चलाया गया और दो साल बाद मुक्त कर दिया गया। डेविस ने एक संस्मरण लिखा जिसका शीर्षक ""द राइज़ एंड फॉल ऑफ़ कॉन्फेडरेट गवर्मेंट"", जिसे उन्होंने 1881 में पूरा किया। 1880 के अंत तक, उन्होंने सुलह को प्रोत्साहित करना शुरू कर दिया, और दक्षिणी लोगों को संघ के प्रति वफादार होने के लिए कहा। पूर्व-संघीय युद्ध (गृहयुद्ध) में उनकी भूमिका की सराहना की जाती है, और उन्हें दक्षिणी देशभक्त के रूप में देखा जाता है।",Human,Controversial,Old,Male,Politics and Governance,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,लिलिबेट माउंटबेटन-विंडसर,"लिलिबेट डायना माउंटबेटन-विंडसर''' (जन्म 4 जून 2021) प्रिंस हैरी, ससेक्स के ड्यूक और मेघन, ससेक्स की डचेस की दूसरी संतान और पहली बेटी हैं। वह चार्ल्स तृतीय की दूसरी पोती हैं और ब्रिटिश सिंहासन के उत्तराधिकार की पंक्ति में सातवें स्थान पर हैं।",Human,Famous,Juvenile,Female,Royalty and Nobility,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,मौसा ट्रैरे,"मौसा ट्रॉरे''' (जन्म 25 सितंबर 1936) एक मालियन सैनिक और राजनेता हैं, जो 1968 से 1991 तक माली के राष्ट्रपति थे । एक लेफ्टिनेंट के रूप में, उन्होंने 1968 में राष्ट्रपति मोदिबो कीटा के सैन्य निष्कासन का नेतृत्व किया। इसके बाद उन्होंने मार्च 1991 तक राज्य के प्रमुख के रूप में कार्य किया। , जब वह लोकप्रिय विरोध और एक सैन्य तख्तापलट द्वारा उखाड़ फेंका गया था। 1990 के दशक में उन्हें दो बार मौत की सजा दी गई थी, लेकिन अंततः दोनों अवसरों पर उन्हें माफ कर दिया गया और 2002 में मुक्त कर दिया गया। वह राजनीतिक जीवन से सेवानिवृत्त हुए हैं।",Human,Controversial,Old,Male,Politics and Governance,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,रेहाना जब्बारी,रेहाना जब्बारी''' (फारसी:ریحانه جباری c. १९८८ - २५ अक्टूबर २०१४) ईरान में ख़ुफ़िया विभाग के एक अधिकारी मुरतज़ा अब्दुल अली सरबन्दी की हत्यारी महिला थीं। वो वर्ष २००७ से अक्टूबर २०१४ में फांसी की सजा दिये जाने तक अपने कथित हमलावर की हत्या के आरोप में कारावास में थीं। जब्बारी के अनुसार उन्होंने अपनी आत्मरक्षा के लिए हत्या की थी लेकिन यह अदालत में साबित नहीं हो सका।,Human,In Famous,Adult,Female,Criminals,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,हेनरी ज़ोंगो,"हेनरी ज़ोंगो''' 1916 -2005 बुर्किना फ़ासो की सेना में ऊपरी वोल्टा सैन्य अधिकारी के अध्यक्ष थे और डीकोलाइज़ेशन के बाद देश के इतिहास में एक प्रमुख व्यक्ति थे । उसने अक्टूबर 1987 को 15 जिम्मेदार को उखाड़ फेंकने के लिए किया गया था थॉमस शंकर , के साथ जीन बैप्टिस्ट बौयकरी लिंगानी और ब्लेज कॉम्पाओर । इस पराभव के बाद, कॉम्पोरा ने एक विजयी के सिर पर अधिकार कर लिया । हालाँकि, 1989 में कम्पोरे सरकार को उखाड़ फेंकने की साजिश रचने के आरोप के बाद ज़ोंगो को मार दिया गया । आर्थिक सुधार के मुद्दों से दोनों असहमत थे।",Human,Controversial,Old,Male,Military,Exotic,Real,Dead,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,झुम्पा लाहिड़ी,"झुम्पा लाहिड़ी''' (बंगाली: ঝুম্পা লাহিড়ী, 11 जुलाई 1967, को जन्म) एक भारतीय अमेरिकी लेखिका हैं। भारतीय अमेरिकी लेखक झुम्पा लाहिड़ी को लघु कथा में उत्कृष्टता के लिए 2017 पीएएन / मालामुद अवॉर्ड के प्राप्तकर्ता के रूप में घोषित किया गया है। लाहिड़ी के प्रथम लघु कथा संग्रह, ''इंटरप्रेटर ऑफ़ मैलडीज़'' (1999) को 2000 में उपन्यास के पुलित्जर पुरस्कार सम्मानित किया गया और उनके पहले उपन्यास ''द नेमसेक'' (2003) पर आधारित उसी नाम की एक फिल्म बनाई गयी।आइज़ैक चोटीनर. , दी अटलांटिक, 2008-03-18. 2008-04-12 को पुनः प्राप्त. जन्म से उनका नाम नीलांजना सुदेश्ना है और उनके अनुसार यह दोनों ही उनके ""अच्छे नाम"" है, लेकिन वे अपने उपनाम झुम्पा के नाम से ही जानी जाती हैं।बॉब मिंज़शेमर. , USA टूडे 2003-08-19. 2008-04-13 को पुनः प्राप्त लाहिड़ी, अमेरिका के राष्ट्रपति बराक ओबामा द्वारा कला और मानवीयता पर राष्ट्रपति की समिति की सदस्या नियुक्त की गयी हैं।",Human,Famous,Adult,Female,Literature and Philosophy,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,थिपाचा पुथावोंग,"थिपाचा पुथावोंग''' (जन्म 7 मार्च 2004) एक थाई क्रिकेटर हैं। जनवरी 2020 में, 15 साल की उम्र में, उन्हें 2020 आईसीसी महिला टी20 विश्व कप के लिए थाईलैंड की टीम में चुना गया था। सुवानन खियाओतो के साथ, वह महिला टी20 विश्व कप में थाईलैंड की टीम के लिए चुने गए दो क्रिकेटरों में से एक थीं, जो स्कॉटलैंड में क्वालीफिकेशन टूर्नामेंट के लिए टीम में नहीं थे। महिला टी 20 विश्व कप के लिए थाईलैंड की टीम में नामित होने से पहले, उन्होंने थाईलैंड के लिए 12 जनवरी 2019 को थाईलैंड महिला टी 20 स्मैश में म्यांमार के खिलाफ महिला ट्वेंटी 20 अंतर्राष्ट्रीय (मटी20आई) की शुरुआत की। नवंबर 2021 में, उन्हें जिम्बाब्वे में 2021 महिला क्रिकेट विश्व कप क्वालीफायर टूर्नामेंट के लिए थाईलैंड की टीम में नामित किया गया था। वह थाईलैंड के टूर्नामेंट के पहले मैच में 21 नवंबर 2021 को जिम्बाब्वे के खिलाफ खेली थी।",Human,Famous,Juvenile,Female,Sports,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,सोनम तोबगी,"सोनम टोबेगी''' (जन्म 15 नवंबर 1949) भूटान की राजनीतिक और न्यायिक शख्सियत हैं। उन्होंने 1991 से 2009 तक भूटान के उच्च न्यायालय के मुख्य न्यायाधीश के रूप में और 2010 से 2014 तक भूटान के नए बनाए गए सर्वोच्च न्यायालय के मुख्य न्यायाधीश के रूप में कार्य किया। उन्होंने SAARCLAW के अध्यक्ष के रूप में भी काम किया, दक्षिण एशियाई क्षेत्रीय सहयोग संगठन -प्रवेश कानून में, 2011 से 2014 तक। उनकी सार्वजनिक सेवा 43 साल तक चली, जो कि राजा जिग्मे दोरजी वांगचुक के घर के मालिक के रूप में शुरू हुई और 65 वर्ष की आयु में संवैधानिक रूप से अनिवार्य सेवानिवृत्ति पर समाप्त हुई।",Human,Famous,Old,Male,Law and Justice,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Honorific
Hindi,टिक् न्यट् हन्,"टिक् न्यट् हन्''' ( ; वियतनामी में उच्चारण : tʰǐk̟ ɲə̌t hâjŋ̟ˀ ; 11 अक्टूबर 1926 - 22 जनवरी 2022 ) वियतनाम के थिएन सम्प्रदाय के एक बौद्ध भिक्षु थे जिन्होने शांति कार्यकर्ता के रूप में बहुत से कार्य किये और 'प्लम ग्राम प्रथा' की स्थापना की। न्यट् हन् ने अपने जीवन के उत्तरार्ध का अधिकांश समय दक्षिण-पश्चिम फ़्रांस में थेनाक के पास स्थापित प्लम ग्राम मठ में बिताया। वे विश्व भर में भ्रमण करते और वार्ता करते थे। अपनी पुस्तक 'वियतनाम : लोटस इन ए सी ऑफ फायर' में उन्होंने 'संवादस्नेही बौद्ध धर्म' (Engaged Buddhism) की बात उठायी। (2002) 39 वर्ष के निर्वासन के बाद सन २००५ में उन्हें वियतनाम जाने की अनुमति दी गई। नवम्बर 2018 में वे वियतनाम लौट आये और अपने शेष दिन हू के पास स्थित अपने ""मूल मंदिर"" ते हिउ मंदिर में बिताये। वहीं 22 जनवरी 2022 को 95 वर्ष की आयु में उनका देहान्त हुआ।",Human,Famous,Old,Male,Religion and Spirituality,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Honorific
Hindi,किरनजीत अहलूवालिया,"किरनजीत अहलूवालिया एक भारतीय मूल की ब्रिटिश महिला हैं। इन्होंने अपने पति से कड़ी प्रतारणा ग्रहण करने के बाद उन्हें आग लगा दी थी, जिनसे बाद में उनकी मृत्यु हो गई थी।",Human,Controversial,Adult,Female,In Famous/Controversial Activists,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,सलीम मलिक,"सलीम मलिक''' (अंग्रेजी: Saleem Malik) (जन्म ;१६ अप्रैल १९६३) (सलिम मलिक के नाम से भी जाना जाता है) एक पूर्व पाकिस्तानी क्रिकेट खिलाड़ी है जो १९८१/८२ और १९९९ के बीच पाक टीम के लिए खेला करते थे, साथ ही एक समय पर इन्होंने पाकिस्तानी क्रिकेट टीम का नेतृत्व किया गया था। ये एक दाएं हाथ वाले मध्य क्रम के बल्लेबाज थे और मुख्य रूप से एक विकेट-कीपर की भूमिका निभाते थे। इसके अलावा उनकी लटका गेंदबाजी भी काफी प्रभावी थी। १०० से अधिक टेस्ट खेलने के बावजूद ये क्रिकेट के इतिहास में नीचे ही रहे क्योंकि २१वीं शताब्दी के शुरूआती दौर में इन पर मैच फिक्सिंग के लिए कई अंतरराष्ट्रीय क्रिकेट पर प्रतिबंध लगाया गया था। सलीम पूर्व पाकिस्तानी क्रिकेट खिलाड़ी इजाज अहमद के भाई हैं। इन्होंने १२ टेस्ट में पाकिस्तान का नेतृत्व किया, जिसमें ७ मैचों में जीत भी मिली थी जबकि एक दिवसीय अंतर्राष्ट्रीय क्रिकेट में इन्होंने ३४ बार अपने देश का नेतृत्व किया और उनमें से २१ को जीत पाकिस्तान जीत पाया था।",Human,Controversial,Adult,Male,Sports,Exotic,Real,Alive,Modern,Singular,Honorific,Honorific,Non-Honorific
Hindi,एलिसन टायलर,एलिसन टायलर''' एक अमेरिकी पॉर्न फिल्म अभिनेत्री है।,Human,Controversial,Adult,Female,Entertainment,Exotic,Real,Alive,Modern,Singular,Non-Honorific,Non-Honorific,Non-Honorific
Hindi,जूली कलवर्ट,"जूली कलवर्ट''' एक ऑस्ट्रेलियाई महिला क्रिकेट टीम की पूर्व महिला क्रिकेट खिलाड़ी है, जो ऑस्ट्रेलिया के लिए १९९० के दशक में एक दिवसीय अंतर्राष्ट्रीय मैच और टेस्ट क्रिकेट मैच खेला करती थी।",Human,Famous,Adult,Female,Sports,Exotic,Real,Not Applicable,Modern,Singular,Non-Honorific,Honorific,Non-Honorific
Hindi,पोरायमोस,"रोमानी होलोकॉस्ट''' या '''रोमानी नरसंहार''' जिसे '''''पोरायमोस''''' के नाम से भी जाना जाता है (रोमानी: ''Porajmos'', अर्थात भक्षण) नाज़ी जर्मनी और उसके द्वितीय विश्व युद्ध के सहयोगियों द्वारा किया गया प्रयास था जिसमें नरसंहार के दौरान जातीय सफाई और अंततः यूरोप के रोमानी लोगों (सिंटि सहित) के खिलाफ नरसंहार किया। एडॉल्फ हिटलर के तहत नूर्नबर्ग कानूनों के लिए एक पूरक हुक्मनामा २६ नवंबर १९३५ को जारी की गई थी जिसमें रोमानी को ''जाति-आधारित राज्य के दुश्मन'' के रूप में वर्गीकृत किया गया था, जिससे उन्हें यहूदियों के समान श्रेणी में रखा गया था। इस प्रकार यूरोप में रोमा का भाग्य होलोकॉस्ट में यहूदियों के समान था। इतिहासकारों का अनुमान है कि २,५०,००० और ५,००,००० के बीच रोमानी और सिंटि जर्मन और उनके सहयोगियों द्वारा मारे गए थे - जो उस समय यूरोप में १० लाख से थोड़ा कम रोमा के अनुमान के २५% से लेकर ५०% से अधिक थे। बाद में आयन हैनकॉक द्वारा उद्धृत शोध में मरने वालों की संख्या २० लाख में से लगभग १५ लाख होने का अनुमान लगाया गया था। १९८२ में पश्चिम जर्मनी ने औपचारिक रूप से मान्यता दी कि जर्मनी ने रोमानी के खिलाफ नरसंहार किया था। २०११ में पोलैंड ने आधिकारिक तौर पर २ अगस्त को रोमानी नरसंहार के स्मरणोत्सव के दिन के रूप में अपनाया। नाज़ी राज्य के भीतर पहले उत्पीड़न, फिर विनाश, मुख्य रूप से स्थिर ''आवारे जिप्सी'' के ऊपर केंद्रित था। दिसंबर १९४२ में हिम्मलर ने तथाकथित ग्रेटर जर्मन राइख से सभी रोमा के निर्वासन का आदेश दिया, और अधिकांश को आऊशविट्स-बिरकेनौ में विशेष रूप से स्थापित जिप्सी शिविर में भेज दिया गया। अन्य रोमा को वहाँ के कब्जे वाले पश्चिमी यूरोपीय क्षेत्रों से हटा दिया गया था। वहाँ भेजे गए २३,००० रोमा और सिंटि में से लगभग २१,००० जीवित नहीं रहे। व्यवस्थित पंजीकरण की पहुँच से बाहर के क्षेत्रों में उदाहरण के लिए पूर्वी और दक्षिणपूर्वी यूरोप के जर्मन कब्जे वाले क्षेत्रों में जिन रोमाओं को सबसे अधिक खतरा था, वे वो थे जो जर्मन फैसले में ''आवारे'' थे, हालांकि कुछ वास्तव में शरणार्थी या विस्थापित थे व्यक्तियों। यहाँ वे मुख्य रूप से जर्मन सेना और पुलिस संरचनाओं के साथ-साथ एसएस कार्यदल और नाज़ी कब्जे के खिलाफ सशस्त्र प्रतिरोध में नरसंहार में मारे गए थे।",Human,In Famous,Adult,Male,Politics and Governance,Exotic,Real,Dead,Modern,Singular,Honorific,Honorific,Non-Honorific
